Model name,Dataset / asset,Number of qubits,VQC layers,Feature set,RMSE,MAE,Directional Accuracy,Training time,Inference time,Parameter count,Circuit depth,Accuracy,Precision,Recall,F1,Sharpe ratio,Information coefficient,Data source,Notes
ANN,AAPL,N/A,N/A,"Open, High, Low, Close, Volume, RSI, MACD, SMA5, ADX, Return_1",N/A,N/A,0.4523809523809524,2.880961400001979,0.00045679999675485305,5761,N/A,0.4523809523809524,0.0,0.0,0.0,-1.9879777132105418,0.060568968697756784,yfinance,"Classical neural-network baseline from the qubit/qutrit paper. Training used Adam, BCEWithLogitsLoss, hidden_dim=96, epochs=160, learning_rate=0.003, device=cuda."
QQBN,AAPL,N/A,N/A,"Open, High, Low, Close, Volume, RSI, MACD, SMA5, ADX, Return_1",N/A,N/A,0.4523809523809524,0.2190230000014708,0.0016997000020637643,6721,N/A,0.4523809523809524,0.0,0.0,0.0,-1.9879777132105418,0.09999181676662683,yfinance,"Qubit-inspired two-state feature map followed by a trainable neural layer. Training used Adam, BCEWithLogitsLoss, hidden_dim=96, epochs=160, learning_rate=0.003, device=cuda."
QQTN,AAPL,N/A,N/A,"Open, High, Low, Close, Volume, RSI, MACD, SMA5, ADX, Return_1",N/A,N/A,0.4523809523809524,0.22407600000224193,0.0007541999984823633,7681,N/A,0.4523809523809524,0.0,0.0,0.0,-1.9879777132105418,-0.08578180418723529,yfinance,"Qutrit-inspired three-state feature map followed by a trainable neural layer. Training used Adam, BCEWithLogitsLoss, hidden_dim=96, epochs=160, learning_rate=0.003, device=cuda."
