Model name,Dataset / asset,Number of qubits,VQC layers,Feature set,RMSE,MAE,Directional Accuracy,Training time,Inference time,Parameter count,Circuit depth,Accuracy,Precision,Recall,F1,Sharpe ratio,Information coefficient,Data source,Notes
ANN,AAPL,N/A,N/A,"Open, High, Low, Close, Volume, RSI, MACD, SMA5, ADX, Return_1",N/A,N/A,0.5,1.819110999998884,0.0003048999988095602,1729,N/A,0.5,0.5217391304347826,0.8,0.6315789473684211,0.8667535228785879,-0.05307636222104635,yfinance,"Classical neural-network baseline from the qubit/qutrit paper. Training used Adam, BCEWithLogitsLoss, hidden_dim=48, epochs=60."
QQBN,AAPL,N/A,N/A,"Open, High, Low, Close, Volume, RSI, MACD, SMA5, ADX, Return_1",N/A,N/A,0.5238095238095238,0.09673230000043986,0.0004621999996743398,2209,N/A,0.5238095238095238,0.5423728813559322,0.7111111111111111,0.6153846153846154,-0.08548765261155906,-0.1070512848755467,yfinance,"Qubit-inspired two-state feature map followed by a trainable neural layer. Training used Adam, BCEWithLogitsLoss, hidden_dim=48, epochs=60."
QQTN,AAPL,N/A,N/A,"Open, High, Low, Close, Volume, RSI, MACD, SMA5, ADX, Return_1",N/A,N/A,0.5833333333333334,0.10013530000105675,0.00048379999861936085,2689,N/A,0.5833333333333334,0.578125,0.8222222222222222,0.6788990825688074,2.9646550103595337,0.07981593700610358,yfinance,"Qutrit-inspired three-state feature map followed by a trainable neural layer. Training used Adam, BCEWithLogitsLoss, hidden_dim=48, epochs=60."
