epoch,fidelity_loss
1,0.6686088776430645
2,0.6606145324337721
3,0.6587798227873536
4,0.6062983617898609
5,0.5298678371913866
6,0.5280724092069817
7,0.4732518916887838
8,0.4716805804007867
9,0.4628710251009382
10,0.4374502880820228
11,0.4369098318122926
12,0.423065481693342
13,0.40894908132215146
14,0.3872236034330098
15,0.38539693795831875
16,0.3850492705187716
17,0.3829225668166284
18,0.33564542099998057
19,0.3332246077620312
20,0.3155657795035536
21,0.3155280632079225
22,0.315294220178186
23,0.3151583881702251
24,0.31507621571206856
25,0.3138035563650258
26,0.3131970373584524
27,0.312967878107422
28,0.30898383720332867
29,0.30405399363152197
30,0.3002116983983478
31,0.29418214667176246
32,0.2683479267459553
33,0.267723649214174
34,0.2673046731260947
35,0.2635384927277748
36,0.2567016380822733
37,0.2549571044029303
38,0.24255318731959427
39,0.24000733764038135
40,0.23603966191652226
41,0.23538232714310278
42,0.23514600959712947
43,0.234503069025414
44,0.22381197448229584
45,0.21702561218423286
46,0.21258159019835987
47,0.2097744274021266
48,0.20961617712781727
49,0.20953205683613235
50,0.20948612211137552
51,0.20856621969542055
52,0.20686607270699864
53,0.20129624416587943
54,0.19958765903621448
55,0.19497166999560636
56,0.19479344507500387
57,0.19025360314792855
58,0.18549378254251153
59,0.1840877516284015
60,0.1823886828908895
61,0.18235010466029122
62,0.1804348752832925
63,0.18037723940706807
64,0.1756475285042697
65,0.17357479555305666
66,0.17352208857365659
67,0.17151681287616372
68,0.17104954625528415
69,0.16958403427495178
70,0.16916356598357488
71,0.16477079366080352
72,0.16383443303871165
73,0.16194017533634067
74,0.1598871508147239
75,0.15987251362194355
76,0.15313110001055122
77,0.15186774423875965
78,0.15179686991790736
79,0.15177574514268868
80,0.150120498738195
81,0.14938254515418636
82,0.1491453579177624
83,0.14887894268964882
84,0.14632989027078283
85,0.14317120567430236
86,0.14164538130399426
87,0.13989318315787325
88,0.1398537315949769
89,0.13786028537706252
90,0.13653868782317524
91,0.13637838002960573
92,0.13622586520351737
93,0.13622546637520133
94,0.13619335081055167
95,0.1361924398898541
96,0.13550690840419022
97,0.1330545910365933
98,0.1309773620294023
99,0.1309773441232106
100,0.1286759859238867
101,0.12866857326807732
102,0.12714838473441006
103,0.12696451423997437
104,0.1260917904708242
105,0.12587468969972443
106,0.12458408065079057
107,0.12451084038304105
108,0.12430690057335136
109,0.12307193793854518
110,0.12307081397854598
111,0.12302977532673809
112,0.12295970923380858
113,0.1229566137111471
114,0.12173341760532583
115,0.12171388860244232
116,0.12126586978688357
117,0.12106311523458876
118,0.12081448542419307
119,0.12000733590948799
120,0.12000572910990967
121,0.1186282930000786
122,0.11744319654953453
123,0.11721751590055676
124,0.1170075044972761
125,0.11657105499279952
126,0.11532279555642057
127,0.11456185377429795
128,0.11384788567247545
129,0.1138095122344871
130,0.1130020847764531
131,0.10822865410800553
132,0.10807466803402724
133,0.10758779610784824
134,0.10749170452803594
135,0.10709956725148825
136,0.10709940422181949
137,0.10700934598931904
138,0.10651381554323361
139,0.10548416215794981
140,0.10173565548391769
141,0.10170076627241745
142,0.10099127236187072
143,0.10069789629493915
144,0.10068857378534492
145,0.10063892776846552
146,0.10054032830627177
147,0.10034493855357605
148,0.10027980845873459
149,0.10024365857834534
150,0.09906417102675771
151,0.09905107489138855
152,0.09805233102345909
153,0.0980226269524653
154,0.0979593964586725
155,0.09672143263736965
156,0.096721327358435
157,0.09497652122742399
158,0.09277567955482094
159,0.09258627640872344
160,0.09235761859235746
161,0.09227537406122345
162,0.09224020805215524
163,0.09222387467087245
164,0.09102142387939957
165,0.09097127787678347
166,0.08907144316303342
167,0.08898089478765939
168,0.08895244600845734
169,0.08895172736441902
170,0.08895169421293425
171,0.08894763660294844
172,0.08884139351875642
173,0.08827782776897322
174,0.08823594866313919
175,0.08821395355020374
176,0.08799370916800005
177,0.08799241892419
178,0.0878514761008752
179,0.08781592785354717
180,0.08778137456464825
181,0.08761226485124418
182,0.08761146495557115
183,0.08702531117710577
184,0.08588760918038787
185,0.08588634929408873
186,0.08491814364648305
187,0.08491147672460761
188,0.08445717030734923
189,0.0838954537935508
190,0.08389278889077609
191,0.08301482753222543
192,0.08301224019750637
193,0.08298394634153486
194,0.08297707446084737
195,0.08282480128007638
196,0.08266162443745881
197,0.08105355886412485
198,0.0809142361968761
199,0.08091276398489555
200,0.08082558269936269
201,0.08069278832295554
202,0.08065700495878986
203,0.07945395852964303
204,0.07945220264963629
205,0.0793741680371213
206,0.07935170199462402
207,0.07926890833224724
208,0.07909485331453622
209,0.07895808527433862
210,0.07895505543394987
211,0.07892343449176503
212,0.07815849825213533
213,0.07815642923679914
214,0.07792809098567183
215,0.07792088370322606
216,0.07760707838756697
217,0.0774921135416031
218,0.07744345027629085
219,0.07722105705616675
220,0.07612428428187312
221,0.07611336916979092
222,0.07582606037841115
223,0.07575533355293829
224,0.07570731221147275
225,0.07557627662622807
226,0.07537436467091149
227,0.0752463460466011
228,0.07515204393446243
229,0.07504220266391436
230,0.07490252059235139
231,0.0745597972145263
232,0.07447730189481616
233,0.07433482897902263
234,0.07391400789331531
235,0.07368730032933304
236,0.0735972937899672
237,0.07358605823043807
238,0.0734942285925799
239,0.07328735579540546
240,0.07327972623107579
