Model name,Dataset / asset,Number of qubits,VQC layers,Feature set,RMSE,MAE,Directional Accuracy,Training time,Inference time,Parameter count,Circuit depth,Notes
ContextualQNN,AAPL,3,1,"Binary return context, d=2, T=2, tau=1",N/A,N/A,0.5609756097560976,0.37683210000068357,0.08572850000018661,6,4,"100 epochs, 1024 context-target samples. Data source: yfinance."
