context,count,p_down,p_up
00,226,0.4911504424778761,0.5088495575221239
01,253,0.41501976284584985,0.5849802371541502
10,252,0.45238095238095233,0.5476190476190477
11,293,0.5051194539249146,0.4948805460750853
