epoch,Classical LSTM,Standalone CustomQNN,HybridQNN1
1,0.045871406366411696,0.04095635026624662,0.06926756833835265
2,0.034304690257368535,,
3,0.0049559493415402426,,
4,0.0010382145807782833,,
5,0.0006137691160662284,,
6,0.0006412765807838766,,
7,0.000561635528111555,,
8,0.000592714668563041,,
9,0.0006130193393031592,,
10,0.0006383404344468055,,
