symbol,model,epoch,train_loss,val_loss,device
MSFT,QQBN,12,0.658889169494311,0.7031834721565247,cuda
MSFT,QQBN,13,0.6587471266587576,0.7039898633956909,cuda
MSFT,QQBN,14,0.6586167911688486,0.7046743035316467,cuda
MSFT,QQBN,15,0.6583353827397028,0.7050149440765381,cuda
MSFT,QQBN,16,0.6582641353209814,0.7053434252738953,cuda
MSFT,QQTN,1,0.6775311529636383,0.670668363571167,cuda
MSFT,QQTN,2,0.6731528341770172,0.6713414192199707,cuda
MSFT,QQTN,3,0.6628063569466273,0.6847859621047974,cuda
MSFT,QQTN,4,0.6622148553530375,0.6937565207481384,cuda
MSFT,QQTN,5,0.6605442861715952,0.7062014937400818,cuda
MSFT,QQTN,6,0.6593524316946665,0.7032352685928345,cuda
MSFT,QQTN,7,0.6586558123429617,0.705873429775238,cuda
MSFT,QQTN,8,0.6584003468354543,0.7064076066017151,cuda
MSFT,QQTN,9,0.657932460308075,0.708369255065918,cuda
MSFT,QQTN,10,0.6571169346570969,0.7089946269989014,cuda
MSFT,QQTN,11,0.656890461842219,0.7095924019813538,cuda
MSFT,QQTN,12,0.656651129325231,0.7105816006660461,cuda
MSFT,QQTN,13,0.6564354250828425,0.7112785577774048,cuda
MSFT,QQTN,14,0.6559650947650274,0.7115978598594666,cuda
MSFT,QQTN,15,0.6558422744274139,0.7119001746177673,cuda
GOOGL,ANN,1,0.6637634833653768,0.6591376662254333,cuda
GOOGL,ANN,2,0.6551338732242584,0.6556984186172485,cuda
GOOGL,ANN,3,0.6556288550297419,0.6560736894607544,cuda
GOOGL,ANN,4,0.6543267667293549,0.6561440229415894,cuda
GOOGL,ANN,5,0.6516468326250712,0.6597663164138794,cuda
GOOGL,ANN,6,0.6504884958267212,0.6621606349945068,cuda
GOOGL,ANN,7,0.6485255757967631,0.663575291633606,cuda
GOOGL,ANN,8,0.6479996591806412,0.6631717085838318,cuda
GOOGL,ANN,9,0.6466898719469706,0.6670172810554504,cuda
GOOGL,ANN,10,0.6462970276673635,0.6684957146644592,cuda
GOOGL,ANN,11,0.6453504761060079,0.6681914925575256,cuda
GOOGL,ANN,12,0.6448718259731928,0.6687353849411011,cuda
GOOGL,ANN,13,0.6443921426932017,0.6697781085968018,cuda
GOOGL,ANN,14,0.6440486858288447,0.6700786352157593,cuda
GOOGL,ANN,15,0.643431360522906,0.6701734662055969,cuda
GOOGL,ANN,16,0.6432506094376246,0.6700045466423035,cuda
GOOGL,QQBN,1,0.6539576749006907,0.6718652248382568,cuda
GOOGL,QQBN,2,0.6881013512611389,0.6597959995269775,cuda
GOOGL,QQBN,3,0.6550382425387701,0.6565910577774048,cuda
GOOGL,QQBN,4,0.6586222449938456,0.6572026014328003,cuda
GOOGL,QQBN,5,0.6545358995596567,0.6590383648872375,cuda
GOOGL,QQBN,6,0.652781531214714,0.6630469560623169,cuda
GOOGL,QQBN,7,0.6517058163881302,0.6676367521286011,cuda
GOOGL,QQBN,8,0.6502077033122381,0.6676393747329712,cuda
GOOGL,QQBN,9,0.6494874556859335,0.6683836579322815,cuda
GOOGL,QQBN,10,0.6488064527511597,0.669745683670044,cuda
GOOGL,QQBN,11,0.6487318476041158,0.6693372130393982,cuda
GOOGL,QQBN,12,0.6475925197203954,0.66878741979599,cuda
GOOGL,QQBN,13,0.647313634554545,0.6683470606803894,cuda
GOOGL,QQBN,14,0.6468304942051569,0.6690776348114014,cuda
GOOGL,QQBN,15,0.6466314742962519,0.6692838072776794,cuda
GOOGL,QQBN,16,0.6461044400930405,0.6689125299453735,cuda
GOOGL,QQBN,17,0.6459504614273707,0.6685033440589905,cuda
GOOGL,QQTN,1,0.6691559801499048,0.6532590389251709,cuda
GOOGL,QQTN,2,0.6628232896327972,0.657863438129425,cuda
GOOGL,QQTN,3,0.651021679242452,0.6635010838508606,cuda
GOOGL,QQTN,4,0.6493855516115824,0.6721398830413818,cuda
GOOGL,QQTN,5,0.6469769428173701,0.6835891604423523,cuda
GOOGL,QQTN,6,0.646992489695549,0.6762005686759949,cuda
GOOGL,QQTN,7,0.6446292599042257,0.678609311580658,cuda
GOOGL,QQTN,8,0.6441207130750021,0.6797121167182922,cuda
GOOGL,QQTN,9,0.6436599244674047,0.6806796193122864,cuda
GOOGL,QQTN,10,0.642031287153562,0.6808862090110779,cuda
GOOGL,QQTN,11,0.6415984084208807,0.6812068819999695,cuda
GOOGL,QQTN,12,0.6409234354893366,0.6830582618713379,cuda
GOOGL,QQTN,13,0.6406206140915552,0.6838380098342896,cuda
GOOGL,QQTN,14,0.6397687842448553,0.6836782097816467,cuda
GOOGL,QQTN,15,0.639506126443545,0.6835616827011108,cuda
NVDA,ANN,1,0.646636113524437,0.6455811262130737,cuda
NVDA,ANN,2,0.6451566070318222,0.6457482576370239,cuda
NVDA,ANN,3,0.6447440981864929,0.6462337374687195,cuda
NVDA,ANN,4,0.6443157494068146,0.646789014339447,cuda
NVDA,ANN,5,0.6438056727250417,0.6473446488380432,cuda
NVDA,ANN,6,0.6431822677453359,0.6478833556175232,cuda
NVDA,ANN,7,0.642953117688497,0.6486585140228271,cuda
NVDA,ANN,8,0.6425488789876302,0.648868203163147,cuda
NVDA,ANN,9,0.6422258367141088,0.6492721438407898,cuda
NVDA,ANN,10,0.641695037484169,0.6496896743774414,cuda
NVDA,ANN,11,0.6414620776971182,0.6497844457626343,cuda
NVDA,ANN,12,0.6412853995958964,0.6501369476318359,cuda
NVDA,ANN,13,0.6410573273897171,0.6502438187599182,cuda
NVDA,ANN,14,0.6407637894153595,0.6503441333770752,cuda
NVDA,ANN,15,0.6406614085038503,0.6505600214004517,cuda
NVDA,QQBN,1,0.6530613899230957,0.6574532389640808,cuda
NVDA,QQBN,2,0.6560501654942831,0.648323118686676,cuda
NVDA,QQBN,3,0.6450132876634598,0.6460872888565063,cuda
NVDA,QQBN,4,0.6469946255286535,0.6463745832443237,cuda
NVDA,QQBN,5,0.6452771077553431,0.6459569931030273,cuda
NVDA,QQBN,6,0.6453270614147186,0.6461363434791565,cuda
NVDA,QQBN,7,0.6452228426933289,0.6463383436203003,cuda
NVDA,QQBN,8,0.6449004759391149,0.6463664770126343,cuda
NVDA,QQBN,9,0.6448705395062765,0.6465590000152588,cuda
NVDA,QQBN,10,0.64369335770607,0.6470015048980713,cuda
NVDA,QQBN,11,0.6434499770402908,0.6473100781440735,cuda
NVDA,QQBN,12,0.6431017220020294,0.6472335457801819,cuda
NVDA,QQBN,13,0.6430975099404653,0.6474466919898987,cuda
NVDA,QQBN,14,0.6423323700825373,0.6477253437042236,cuda
NVDA,QQBN,15,0.6421787689129511,0.6479577422142029,cuda
NVDA,QQBN,16,0.6419474830230077,0.6479344367980957,cuda
NVDA,QQBN,17,0.641838918129603,0.6479822993278503,cuda
NVDA,QQBN,18,0.6414399792750677,0.6481152772903442,cuda
NVDA,QQBN,19,0.6413635611534119,0.6482683420181274,cuda
NVDA,QQTN,1,0.6526295443375906,0.6468850374221802,cuda
NVDA,QQTN,2,0.6502889841794968,0.646806001663208,cuda
NVDA,QQTN,3,0.6433465133110682,0.6444153189659119,cuda
NVDA,QQTN,4,0.6438682476679484,0.646637499332428,cuda
NVDA,QQTN,5,0.6419692387183508,0.6459778547286987,cuda
NVDA,QQTN,6,0.6416020741065344,0.6468878984451294,cuda
NVDA,QQTN,7,0.6401846011479696,0.6453809142112732,cuda
NVDA,QQTN,8,0.6389116992553076,0.647293746471405,cuda
NVDA,QQTN,9,0.6380604455868403,0.6453635096549988,cuda
NVDA,QQTN,10,0.6377562483151754,0.6461786031723022,cuda
NVDA,QQTN,11,0.6371464679638544,0.6453475952148438,cuda
NVDA,QQTN,12,0.6364007989565531,0.6468885540962219,cuda
NVDA,QQTN,13,0.63594884177049,0.6460822224617004,cuda
NVDA,QQTN,14,0.6356412768363953,0.6461546421051025,cuda
NVDA,QQTN,15,0.63532026608785,0.6461910009384155,cuda
NVDA,QQTN,16,0.6347865213950475,0.6466031670570374,cuda
NVDA,QQTN,17,0.6345852067073187,0.6467428207397461,cuda
