epoch,Standalone CustomQNN
1,0.08925753086805344
2,0.06308185309171677
3,0.04343046247959137
4,0.03287927806377411
5,0.0269728172570467
6,0.024334894493222237
7,0.023201214149594307
8,0.022675029933452606
9,0.022417569532990456
10,0.02229110151529312
11,0.0222246702760458
12,0.022182540968060493
13,0.022149261087179184
14,0.022119110450148582
15,0.022090112790465355
16,0.022061532363295555
17,0.02203304134309292
18,0.0220045018941164
19,0.021975893527269363
20,0.021947260946035385
