epoch,HybridQNN1
1,0.3422248661518097
2,0.2089392989873886
3,0.141957625746727
4,0.07029783725738525
5,0.04344445466995239
6,0.03598322346806526
7,0.04473774880170822
8,0.03537343442440033
9,0.041921306401491165
10,0.03393832594156265
11,0.040315158665180206
12,0.03285742551088333
13,0.03864799067378044
14,0.03193965554237366
15,0.03704085946083069
16,0.031153148040175438
17,0.03553014248609543
18,0.03041343204677105
19,0.03419487923383713
20,0.029771508648991585
