Model name,Dataset / asset,Number of qubits,VQC layers,Feature set,RMSE,MAE,Directional Accuracy,Training time,Inference time,Parameter count,Circuit depth,Notes
ContextualQNN-d4,AAPL,6,4,"Density-based return buckets, d=4, T=2, tau=1",N/A,N/A,0.25,33.672629900000175,0.2876752999982273,48,16,"240 epochs, 256 context-target samples, d=4, T=2, num_layers=4, learning_rate=0.1, spsa_perturbation=0.02. Data source: yfinance."
