epoch,Classical LSTM,Standalone CustomQNN,HybridQNN1
1,0.5305850505828857,0.035114910402626265,0.15019610011950135
2,0.42808427661657333,0.09591032154276036,0.10839027410838753
3,0.33529114350676537,0.06665649147544173,0.09099874315143097
4,0.24909643828868866,,
5,0.16803230717778206,,
6,0.09412804618477821,,
7,0.03512005694210529,,
8,0.004148527041252237,,
9,0.006981195532716811,,
10,0.018935660715214908,,
